Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2019-04-08,277.6905,281.16,270.4395,273.1995,10410436
2019-04-09,271.65,274.9995,269.61,272.31,5904031
2019-04-10,276.7395,278.3805,272.895,276.06,7061314
2019-04-11,268.3005,270.4995,265.6005,268.4205,9835927
2019-04-12,270.2205,271.95,266.8305,267.7005,6745974
2019-04-15,268.6305,268.8795,258.63,266.3805,10038579
2019-04-16,265.7505,274.9995,264.72,273.36,7272930
2019-04-17,274.7505,274.7895,268.5345,271.23,5126468
2019-04-18,271.23,274.8405,269.7495,273.2595,5876325
2019-04-22,268.9995,269.6805,262.4805,262.7505,12147141
2019-04-23,260.1495,265.6005,255.75,263.8995,10943859
2019-04-24,263.85,265.32,258,258.66,10727454
2019-04-25,255,259.0005,246.0705,247.5705,21849393
2019-04-26,246.4995,246.6795,231.1305,235.14,22360709
2019-04-29,235.86,243.9795,232.17,241.47,16714476
2019-04-30,242.0595,244.2105,237,238.6905,9464628
2019-05-01,238.8495,240,231.4995,234.0105,10704354
2019-05-02,245.52,247.1295,237.72,244.0995,18159339
2019-05-03,243.8595,256.6095,243.4905,255.03,23706771
2019-05-06,250.02,258.3495,248.5005,255.3405,10833943
2019-05-07,256.8,257.2095,245.1,247.0605,10131408
2019-05-08,246.9405,250.6005,244.2,244.8405,6176440
2019-05-09,241.9995,243.6795,236.9445,241.98,6711382
2019-05-10,239.7495,241.9905,236.0205,239.52,7008336
2019-05-13,232.0095,232.47,224.5005,227.01,10834796
2019-05-14,229.3005,234.4995,228,232.3095,7252412
2019-05-15,229.32,232.44,225.2505,231.9495,7295976
2019-05-16,229.4895,231,226.5,228.33,7483273
2019-05-17,221.9595,222.24,208.92,211.0305,17786666
2019-05-20,202.8,205.9995,195.2505,205.3605,20526195
2019-05-21,197.76,207.4005,196.0395,205.08,18003899
2019-05-22,199.0995,203.94,191.7795,192.7305,18685187
2019-05-23,194.34,199.4655,186.2205,195.4905,26547142
2019-05-24,199.83,199.98,188.7495,190.6305,14136572
2019-05-28,191.2005,195,187.8495,188.7,10312901
2019-05-29,187.0995,192.39,185.04,189.8595,11968638
2019-05-30,188.7495,192.255,187.02,188.22,7926475
2019-05-31,185.1,189.9195,184.0995,185.16,10406732
2019-06-03,185.5095,186.6795,176.9895,178.9695,13064410
2019-06-04,181.0995,193.98,179.61,193.6005,13807522
2019-06-05,198.6795,201.2805,191.85,196.59,13510756
2019-06-06,204.4395,211.0005,201.7995,205.95,20242151
2019-06-07,205.0005,210.8445,203.5005,204.4995,16003527
2019-06-10,210.2505,216.9405,209.01,212.88,10585039
2019-06-11,219.1455,220.9005,213.4995,217.0995,11653537
2019-06-12,222.9495,223.38,208.9995,209.2605,15197544
2019-06-13,210.3795,214.9005,207.51,213.9105,8168260
2019-06-14,211.2495,216.6495,210.4005,214.92,7433402
2019-06-17,215.4795,226.9995,214.2705,225.03,12316803
2019-06-18,228.72,234.7395,222.5595,224.7405,12715788
2019-06-19,225.1095,227.7705,221.0595,226.4295,6575135
2019-06-20,223.0005,226.9005,216.3495,219.6195,11863462
2019-06-21,216.2205,222.18,215.5005,221.8605,8202078
2019-06-24,223.2405,225.8595,221.0205,223.6395,5750771
2019-06-25,224.3895,225.3405,219.4905,219.7605,6182071
2019-06-26,220.3095,227.2305,218.1,219.27,8507208
2019-06-27,219.45,222.9,217.35,222.84,6339710
2019-06-28,220.9905,225.1695,220.8,223.4595,6851384
2019-07-01,230.2095,233.1,226.2795,227.1705,8237964
2019-07-02,228.8895,229.1505,222.2205,224.55,9259027
2019-07-03,239.3895,241.5705,234.51,234.9,14201148
2019-07-05,234.57,235.4505,230.8005,233.1,7065738
2019-07-08,231.24,232.2495,228.66,230.34,5880542
2019-07-09,228.9705,231,227.28,230.0595,6190835
2019-07-10,234.15,238.9395,233.1405,238.92,9145736
2019-07-11,238.14,241.5,235.8,238.6005,7514430
2019-07-12,239.7495,245.3805,239.7105,245.0805,9200521
2019-07-15,247.9995,254.4195,244.86,253.5,11000092
2019-07-16,249.3,253.53,247.935,252.3795,8148989
2019-07-17,255.6705,258.3105,253.35,254.8605,9764727
2019-07-18,253.5405,255.75,251.8845,253.5405,4764483
2019-07-19,255.69,259.9605,254.6205,258.18,7048410
2019-07-22,258.75,262.155,254.19,255.6795,6846273
2019-07-23,256.71,260.4795,254.5005,260.1705,5023121
2019-07-24,259.17,266.07,258.1605,264.8805,11072835
2019-07-25,233.5005,234.4995,225.5505,228.8205,22418252
2019-07-26,226.92,230.2605,222.2505,228.0405,10027697
2019-07-29,227.0895,235.9395,226.035,235.77,9273331
2019-07-30,232.9005,243.36,232.1805,242.2605,8109014
2019-07-31,243,246.6795,236.6505,241.6095,9178208
2019-08-01,242.6505,244.5105,231.7695,233.85,8259516
2019-08-02,231.3495,236.2695,229.23,234.3405,6136481
2019-08-05,229.6005,231.3645,225.7755,228.3195,7028279
2019-08-06,231.8805,232.5,225.75,230.7495,5564200
2019-08-07,226.5,233.5695,225.7995,233.4195,4776500
2019-08-08,234.45,239.8005,232.65,238.3005,5274349
2019-08-09,236.055,238.9605,233.8095,235.0095,3898244
2019-08-12,232.9905,235.77,228.75,229.0095,4663937
2019-08-13,228.81,235.9995,227.55,235.0005,4868998
2019-08-14,231.21,231.4995,216.69,219.6195,9562591
2019-08-15,220.86,221.5605,211.5495,215.64,8231952
2019-08-16,216.66,222.24,216.0195,219.9405,5207376
2019-08-19,224.2095,227.8305,221.7,226.83,5311748
2019-08-20,227.6205,229.0905,224.5395,225.8595,4170527
2019-08-21,222.0105,223.2195,217.6005,220.83,7799744
2019-08-22,222.7995,225.4005,218.22,222.15,6564964
2019-08-23,219.9705,221.1705,211.0005,211.3995,8559704
2019-08-26,213.6,215.0205,211.5405,214.9995,5054414
2019-08-27,215.7405,218.8005,212.0295,214.08,5420727
2019-08-28,213.69,217.2495,212.31,215.5905,3238625
2019-08-29,219,223.3995,217.9995,221.7105,5183104
2019-08-30,229.1505,232.44,224.2155,225.6105,9327775
2019-09-03,224.0805,228.9495,223.1595,225.0105,5360546
2019-09-04,226.89,228.4605,219.2055,220.68,5768696
2019-09-05,222.4995,229.8,220.8495,229.5795,7403322
2019-09-06,227.2005,229.6395,225.1695,227.4495,4189372
2019-09-09,229.6605,233.76,229.23,231.7905,4802669
2019-09-10,230.8005,235.5405,228.9405,235.5405,4883714
2019-09-11,237.3795,248.175,235.9995,247.0995,10042777
2019-09-12,247.6995,253.5,244.3995,245.8695,8581210
2019-09-13,246.96,248.4495,244.8645,245.2005,5313145
2019-09-16,246,247.4295,241.17,242.8095,4728096
2019-09-17,242.4705,245.5995,240.3705,244.7895,3946909
2019-09-18,244.9995,248.1705,242.37,243.4905,4228103
2019-09-19,246,247.9395,244.8405,246.6,4883135
2019-09-20,246.4905,246.945,238.1595,240.6195,6506264
2019-09-23,240,245.1795,239.22,241.23,4391630
2019-09-24,241.5195,241.9905,222.6105,223.2105,12941112
2019-09-25,224.5605,228.9795,218.3595,228.7005,9444286
2019-09-26,230.6595,243.3105,227.4,242.5605,12078785
2019-09-27,242.2005,248.7105,238.7295,242.13,11123179
2019-09-30,243,243.9795,236.1105,240.87,5946161
2019-10-01,241.5,245.9505,239.13,244.6905,6196290
2019-10-02,243.2895,244.65,239.43,243.1305,6256548
2019-10-03,231.8595,234.48,224.28,233.0295,15137763
2019-10-04,231.6105,234.78,228.0705,231.4305,8021180
2019-10-07,229.8,238.56,228.5505,237.72,8086957
2019-10-08,235.8705,243.9405,234.4995,240.0495,8702338
2019-10-09,241.32,247.2945,240.6495,244.53,6935033
2019-10-10,245.28,249.2805,241.5795,244.74,6313417
2019-10-11,247.1505,251.0805,246.81,247.89,8488159
2019-10-14,247.9005,258.5505,247.1295,256.9605,10226863
2019-10-15,257.7,259.9995,254.1195,257.8905,6479456
2019-10-16,257.3895,262.0995,256.92,259.7505,6704303
2019-10-17,262.5,264.78,260.1705,261.9705,4779043
2019-10-18,260.7,262.8,255.1005,256.95,5753666
2019-10-21,258.33,259.5,250.1805,253.5,5108101
2019-10-22,254.34,258.33,250.8495,255.5805,4625095
2019-10-23,254.5005,256.14,251.3505,254.6805,11216182
2019-10-24,298.3695,304.9305,289.2,299.6805,29819231
2019-10-25,297.72,330,296.1105,328.1295,30006091
2019-10-28,327.54,340.8405,322.6005,327.7095,18870286
2019-10-29,319.9905,324.3,314.7495,316.2195,12684267
